id,skillLevelId,content
2280,508,Provides specialised support for complex identity and access management operations and supports implementation of policies and standards.
2281,508,Collaborates with stakeholders to align identity and access management with business objectives and emerging security trends.
2282,509,"Offers authoritative advice on identity and access management, ensuring services align with and support evolving business needs and security protocols."
2283,509,"Manages large-scale identity and access management initiatives and oversees the integration of identity and access management services with new technologies, enhancing security and operational efficiency."
2284,509,"Leads operational planning for identity and access management, anticipating future trends and preparing the organisation for scalable growth."
2285,509,Ensures compliance of identity and access management systems and oversees advanced monitoring and audit processes.
2286,510,"Shapes and defines organisation-wide identity and access management policies, ensuring alignment with business strategies and security requirements."
2287,510,"Champions good practices, advocating for robust and innovative identity and access management solutions across the organisation."
2288,510,"Influences and guides organisational governance, integrating emerging technologies and regulatory compliance into identity and access management strategies."
2289,510,Reviews and advises on identity and access management aspects and implications of new business initiatives.
2290,511,Undertakes low-complexity routine vulnerability assessments using automated and semi-automated tools.
2291,511,Escalates issues where appropriate.
2292,511,Contributes to documenting the scope and evaluating the results of vulnerability assessments.
2293,512,Follows standard approaches to perform basic vulnerability assessments for small information systems.
2294,512,Supports creation of  catalogues of information and technology assets for vulnerability assessment.
2295,513,Collates and analyses catalogues of information and technology assets for vulnerability assessment.
2296,513,Performs vulnerability assessments and business impact analysis for medium complexity information systems.
2297,513,Contributes to selection and deployment of vulnerability assessment tools and techniques.
2298,514,Plans and manages vulnerability assessment activities within the organisation.
2299,514,"Evaluates, selects and reviews vulnerability assessment tools and techniques."
2300,514,Provides expert advice and guidance to support the adoption of agreed approaches.
2301,514,"Obtains and acts on vulnerability information and conducts security risk assessments, business impact analysis and accreditation on complex information systems."
2302,515,Assists with digital forensic investigations under routine supervision.
2303,515,"Supports the recovery of damaged, deleted or hidden data from digital devices."
2304,515,Helps collect and preserve digital information and evidence according to established protocols.
2305,516,Applies standard forensic tools and techniques to examine digital devices.
2306,516,"Recovers and analyses damaged, deleted or hidden data from various digital sources and devices."
2307,516,Maintains the integrity of digital evidence and ensures its collection adheres to legal admissibility standards.
2308,517,Designs and executes complex digital forensic examinations.
2309,517,Specifies requirements for specialised forensic tools and resources.
2310,517,Provides guidance on advanced data recovery techniques and artefact analysis.
2311,517,Processes and analyses digital evidence in line with organisational policies and industry standards.
2312,517,Develops procedures for handling emerging technologies in forensic contexts.
2313,517,Contributes to forensic reports detailing technical findings.
2314,518,"Leads investigations to correctly gather, analyse and present findings, including digital evidence, to both business and legal audiences."
2315,518,Collates conclusions and recommendations and presents forensic findings to stakeholders.
2316,518,Plans and manages digital forensics activities within the organisation.
2317,518,Provides expert advice on digital forensics.
2318,518,"Contributes to the development of digital forensics policies, standards and guidelines."
2319,518,Evaluates and selects digital forensics tools and techniques.
2320,519,Plans and leads the organisation’s approach to digital forensics.
2321,519,"Sets policies, standards and guidelines for how the organisation conducts digital forensic investigations."
2322,519,"Leads and manages high risk, large or wide-ranging digital forensics investigations engaging additional specialists if required."
2323,519,Authorises the release of formal forensic reports.
2324,519,Engages with external stakeholders on forensic matters.
2325,520,Assists in cybercrime investigations under routine supervision.
2326,520,Supports the collection of evidence related to cybercrime investigations.
2327,520,Participates in monitoring suspicious activities.
2328,520,Helps maintain evidence integrity and assists in preliminary interviews.
2329,520,Follows established protocols and guidelines.
2330,521,Conducts cybercrime investigations using standard procedures.
2331,521,Collects and preserves various forms of evidence in cybercrime cases.
2332,521,Assesses credibility and checks for compliance with relevant investigative standards.
2333,521,"Analyses basic cyber threats and incidents, and prepares investigative reports."
2334,521,Identifies incidents that may have legal implications.
2335,521,Conducts interviews and assists in interrogations.
2336,522,"Oversees mid-level investigations, coordinating evidence collection and forensic analyses."
2337,522,Assesses target vulnerabilities and operational impacts of cyber incidents.
2338,522,Provides comprehensive reports and expert analysis for stakeholders.
2339,522,"Conducts interviews and interrogations, identifying potential legal implications and collaborating with legal professionals."
2340,523,"Manages complex cybercrime investigations, overseeing all stages from detection to resolution."
2341,523,Evaluates incidents involving advanced threats or significant breaches.
2342,523,Develops and implements procedures for evidence handling and documentation.
2343,523,Collaborates with legal teams to ensure evidence supports potential legal proceedings.
2344,523,"Leads the development of response strategies, assessing vulnerabilities and operational capabilities."
2345,523,Oversees the implementation of tools and automation to enhance investigative processes.
2346,524,Defines the organisational strategy for cybercrime investigations.
2347,524,"Establishes policies and standards for handling various forms of evidence in cybercrime cases, including the adoption and integration of tools and automation to improve efficiency and accuracy."
2348,524,"Oversees high-risk or sensitive investigations, managing cross-disciplinary teams."
2349,524,"Conducts high-level interviews and interrogations, providing strategic insights on cybersecurity threats and vulnerabilities."
2350,524,"Engages with external stakeholders, including regulatory bodies and legal entities, to ensure compliance with legal and ethical standards."
2351,525,Supports offensive cyber operations under supervision.
2352,525,Assists in creating electronic target folders based on provided intelligence.
2353,525,"Participates in basic operational tasks, following established security protocols."
2354,525,"Assists in documenting operations and outcomes, contributing to post-operation reviews."
2355,526,"Carries out specific tasks within offensive cyber operations, aligning operational tasks with broader objectives."
2356,526,"Supports the creation and maintenance of electronic target folders, gathering and verifying target information."
2357,526,"Assists in the execution of operations, maintaining operational security."
2358,526,Prepares detailed reports and participates in post-operation analysis.
2359,527,"Responsible for the execution of offensive cyber operations, including detailed planning and target selection."
2360,527,"Manages the development and updating of electronic target folders, ensuring accuracy and comprehensiveness."
2361,527,"Coordinates operational teams, adapting actions based on real-time intelligence."
2362,527,Ensures compliance with legal and ethical standards during operations.
2363,527,"Evaluates collateral damage from targeting activities, including potential second and third-order effects."
2364,527,"Conducts post-operation analyses, assessing impact and recommending improvements."
2365,528,"Leads complex and high-risk offensive cyber operations, overseeing planning, execution and analysis."
2366,528,"Integrates intelligence with operational planning, aligning all actions with organisational objectives."
2367,528,Evaluates the intelligence cost against the operational benefit of engaging targets.
2368,528,"Assesses potential collateral damage, including second and third-order effects."
2369,528,"Manages the creation and tactical use of electronic target folders, coordinating with external entities as necessary."
2370,528,"Develops policies and standards for offensive operations, ensuring legal and ethical compliance."
2371,528,Provides expert guidance on offensive capabilities and operational tactics.
2372,529,Sets the strategic direction and policies for offensive cyber operations within the organisation.
2373,529,Leads the development and deployment of advanced operational techniques and capabilities.
2374,529,"Oversees critical and sensitive operations, ensuring alignment with national or organisational security goals."
2375,529,Collaborates with senior leadership and external entities on offensive operations.
2376,529,Evaluates intelligence cost versus operational benefit at a strategic level.
2377,529,Assesses and mitigates potential collateral damage.
2378,529,"Evaluates and refines the effectiveness of offensive operations, providing recommendations for future initiatives."
2379,530,Assists with penetration testing tasks under routine supervision.
2380,530,"Supports the execution of standard penetration tests on systems, networks and applications."
2381,530,"Helps document and report on test results, findings and potential security risks."
2382,531,Follows standard approaches to design and execute penetration testing activities.
2383,531,Researches and investigates attack techniques and recommends ways to defend against them.
2384,531,"Analyses and reports on penetration testing activities, results, issues and risks."
2385,532,Selects appropriate testing approaches using in-depth technical analysis of risks and typical vulnerabilities.
2386,532,"Produces test scripts, materials and test packs and tests new and existing networks, systems or applications."
2387,532,Provides advice on penetration testing to support others.
2388,532,Records and analyses actions and results and modifies tests if necessary.
2389,532,"Provides reports on progress, anomalies, risks and issues associated with the overall project."
2390,533,Plans and drives penetration testing within a defined area of business activity.
2391,533,"Delivers objective insights into the existence of vulnerabilities, the effectiveness of defences and mitigating controls."
2392,533,Takes responsibility for the integrity of testing activities and coordinates the execution of these activities.
2393,533,Provides authoritative advice and guidance on all aspects of penetration testing.
2394,533,Identifies needs and implements new approaches for penetration testing.
2395,533,Contributes to security testing standards.
2396,534,Determines penetration testing policy and owns the supporting processes.
2397,534,Manages all penetration testing activities within the organisation.
2398,534,Assesses and advises on the practicality of testing process alternatives.
2399,534,Establishes capability for continual improvement and invention in penetration testing and leads the implementation of new approaches.
2400,534,Assesses suppliers' development and testing capabilities.
2401,534,Manages client relationships with respect to penetration testing.
2402,535,"Follows detailed guidance to acknowledge receipt of records, including the capture of essential metadata."
2403,535,Delivers digital and physical records in line with agreed procedures.
2404,536,"Assists in the collection, delivery and retention of records."
2405,536,Identifies and applies appropriate metadata.
2406,536,"Uses established methods to transform records between formats or media, following organisational policies and procedures."
2407,536,Identifies and reports potential risks or issues related to information handling and security.
2408,536,"Performs administrative tasks to maintain accessibility, retrievability, integrity, security and protection of records."
2409,537,"Maintains key metadata for records, including ownership and category information."
2410,537,Configures routine controls to restrict record operations to approved actions only.
2411,537,Conducts routine searches for records required to support authorised requests.
2412,537,Supports users in finding and accessing records.
2413,537,"Uses ethical and reliable methods to transform data between formats or media, following organisational policies and being aware of potential issues when handling information."
2414,537,Transforms data between formats or media using ethical and reliable methods.
2415,537,Follows organisational policies and actively identifies potential risks in information handling.
2416,538,Supports the implementation of records management policies and practices including the approved disposal of records.
2417,538,Conducts complex or sensitive searches for records to address authorised requests.
2418,538,Monitors and reports on the implementation of effective controls for records management including metadata and access controls.
2419,538,Recommends remediation actions as required.
2420,538,Provides advice and guidance to enable appropriate records management practices to be adopted across the organisation.
2421,539,Ensures implementation of records management policies covering all aspects of retention and disposal.
2422,539,"Manages access controls for records, including authorising access and approving the release of potentially sensitive information."
2423,539,"Conducts and oversees complex record searches, seeking legal guidance when necessary."
2424,539,Reviews new change proposals and provides specialist advice on records management.
2425,539,Assesses and manages records-related risks.
2426,539,"Contributes to the development of policy, standards and procedures for compliance with records-related legislation."
2427,540,Accurately assigns classifications/labels to low complexity information under supervision.
2428,540,"Understands and applies relevant classification/labelling systems, standards and guidelines."
2429,540,Participates in quality assurance activities such as peer review or supervisor checks.
2430,541,Independently assigns accurate classifications/labels to a broad range of information.
2431,541,Interprets complex information and chooses appropriate classifications/labels.
2432,541,Participates in team quality improvement initiatives.
2433,541,Advises and guides others on classification/labelling practices.
2434,542,Assigns classifications/labels to highly complex information.
2435,542,Performs quality assurance checks on the work of others.
2436,542,Investigates and corrects complex classification/labelling errors.
2437,542,Delivers training to team members.
2438,542,Contributes to the development of classification/labelling processes and guidelines.
2439,543,Leads team quality assurance and training for information classification/labelling.
2440,543,Develops and implements audit methodologies for assessing classification and labelling accuracy and consistency.
2441,543,Collaborates with subject matter experts to improve source information quality.
2442,543,Analyses and reports on classification/labelling quality.
2443,543,Contributes to organisational information classification/labelling strategy.
2444,544,"Sets organisational information classification/labelling standards, policies and procedures."
2445,544,Designs and oversees quality audit programmes.
2446,544,Leads strategic interventions to improve information classification/labelling.
2447,544,Engages with industry bodies and collaborates to define and improve standards and working practices.
2448,545,"Executes operational procedures, runs automation scripts and performs routine maintenance and monitoring of databases."
2449,545,Adjusts automation tasks as instructed to meet operational standards for databases.
2450,545,"Reports on database performance, addresses issues directly when possible, or escalates to others for resolution."
2451,546,"Provisions, installs, configures and ensures the maintenance and reliability of databases."
2452,546,"Monitors databases for load, performance and security events."
2453,546,Reports metrics and resolves operational issues.
2454,546,"Executes standard operational procedures, including database backups and restorations."
2455,546,Automates routine database administration tasks to specifications using standard scripts and tools.
2456,547,"Applies technical expertise to maintain and optimise databases, executing updates and employing automation tools."
2457,547,Configures tools and/or creates scripts to automate database tasks.
2458,547,"Maintains operational procedures and checks that they are followed, including compliance with security policies."
2459,547,Uses database management tools to monitor load and performance statistics.
2460,547,Investigates and enables the resolution of database operational and security issues.
2461,547,Provides reports and proposals for improvement to stakeholders.
2462,547,Contributes to the planning and implementation of database maintenance and updates.
2463,547,Implements agreed database changes and maintenance routines.
2464,548,Provides technical leadership to optimise the performance of databases.
2465,548,Drives the adoption of tools and automated processes for effective database management and delivery.
2466,548,"Oversees the planning, installation, maintenance and acceptance of new and updated database components and database-based services."
2467,548,"Ensures alignment to service expectations, security requirements and other quality standards."
2468,548,"Ensures database operational procedures and documentation are current and effective, tracks and addresses operational issues and reports to stakeholders."
2469,549,"Provides operational direction, support and guidance to assigned colleagues."
2470,549,"Allocates routine tasks or project work, in line with team objectives and individual capabilities."
2471,549,Monitors quality and performance against agreed criteria to make learning recommendations or to escalate concerns.
2472,549,Coaches colleagues in developing target skills and capabilities in line with team and personal goals.
2473,549,Facilitates effective working relationships between team members.
2474,550,"Forms, maintains and leads workgroups and individuals to achieve organisational objectives."
2475,550,"Delegates objectives and responsibilities, including people management tasks."
2476,550,"Sets quality, performance and capability targets aligned with organisational goals."
2477,550,Monitors performance and working relationships and provides feedback to address individual issues.
2478,550,Encourages skill development in line with team and personal goals.
2479,550,"Adjusts workload, targets and team capacity to support individual growth."
2480,550,"Actively participates in formal processes such as recruitment, reward, promotion and disciplinary procedures."
2481,551,Determines and delegates people management and functional management objectives and responsibilities.
2482,551,Creates and sets the direction for multiple workgroups to achieve strategic organisational objectives.
2483,551,Sets strategy for quality and performance measurement in line with organisational goals.
2484,551,Provides a work environment and resources that allow individuals and workgroups to perform their tasks efficiently.
2485,551,"Leads the implementation of formal organisational processes such as recruitment, reward, promotion and disciplinary procedures."
2486,552,"Supports assigned co-workers by providing guidance on areas such as organisational contacts, communication channels, processes, job expectations and manager relations."
2487,552,"Helps individuals navigate areas of uncertainty, offering practical advice and connecting them with the appropriate resources when needed."
2488,553,Implements working practices that motivate employees and support their health and wellbeing.
2489,553,"Provides guidance to individuals on long-term development goals and career opportunities, considering an individual's strengths and preferences."
2490,553,"Communicates business direction, policy and purpose where these may drive or affect employee engagement."
2491,553,Ensures clear communication of delegated tasks and provides sufficient autonomy to motivate and empower individuals.
2492,553,"Maintains awareness of the physical and emotional welfare of employees, and provides counselling when required."
2493,554,Leads on the implementation of organisational strategies for employee engagement.
2494,554,Ensures managers provide a productive working environment that motivates employees and supports their health and wellbeing.
2495,554,"Initiates productive working practices for remote, virtual and onsite working and ensures the availability of support for employees."
2496,554,Communicates and promotes policies for employee health and wellbeing.
2497,555,Facilitates a series of group activities or workshops in situations of complexity and ambiguity and competing stakeholder needs.
2498,555,"Designs a structured sequence of meetings, events or workshops to solve complex problems."
2499,555,Understands required outcomes and outputs from teams and facilitates the team to deliver these.
2500,555,"Helps to improve team processes and performance in meetings, events or workshops."
2501,556,Facilitates workgroups to deliver defined goals and outcomes.
2502,556,"Provides support, guidance and suggestions to workgroups and teams to learn collaborative problem solving and improve their team performance."
2503,556,Creates shared responsibilities and sustainable agreements with the team.
2504,556,"Implements and improves agreed team principles, practices, processes & ceremonies."
2505,556,Recognises and works with the strengths and constraints of team dynamics.
2506,557,Facilitates cross-functional leadership teams to deliver organisational goals and outcomes.
2507,557,"Designs repeatable, systematic or ad hoc team processes for decision-making, prioritisation and problem-solving at the highest level."
2508,557,Guides leadership teams in developing shared responsibilities and making decisions that enable sustainable agreements.
2509,557,Asks questions and raises awareness of leadership team performance.
2510,557,Provides suggestions to encourage teams to learn and improve how they work together.
2511,557,Champions the development of self-organising workgroups across the organisation.
2512,558,Assists practitioners with creating personal development plans.
2513,558,Advises on suitable development activities such as specific learning or experience to be gained.
2514,558,Monitors practitioners’ continuing professional development records.
2515,558,Ensures achievements and enhanced capabilities are recorded and referenced to personal and organisational objectives.
2516,559,Determines development needs for a professional practice area.
2517,559,"Aligns development activities with organisational priorities, learning and development strategies and career pathways."
2518,559,Guides practitioners in creating development plans.
2519,559,"Advises and supports assigned practitioners, ensuring alignment with professional development plans and career opportunities."
2520,559,Ensures practitioners record evidence of continuing professional development.
2521,559,"Contributes to practitioners' performance appraisals, when required."
2522,560,Develops and defines a professional development framework for one or more professional disciplines.
2523,560,Determines and maintains organisational development needs in line with business needs and strategic direction.
2524,560,Generates development strategies to achieve required change.
2525,560,"Develops and leads communities of practice, including defining career pathways."
2526,560,Defines the approach to identifying suitable individuals to provide career advice and support.
2527,560,Monitors progress and evaluates business benefits achieved from continual professional development.
2528,561,"Gathers, maintains and analyses organisation-wide workforce capability data."
2529,561,Performs gap analysis to identify workforce strengths and shortfalls with reference to business strategy and specific future needs.
2530,561,Contributes to the development of organisation-wide workforce plans to meet current and future demand.
2531,561,Coordinates and schedules ongoing workforce planning activities.
2532,561,Assists in maintaining a skills and capability inventory.
2533,562,Leads the development of workforce plans to ensure the availability of appropriately skilled resources to meet organisational objectives and commitments.
2534,562,Contributes to the development of the strategic workforce planning approach.
2535,562,Oversees and reviews the implementation of workforce plans.
2536,562,"Develops current-state assessment of workforce skills, capabilities and potential."
2537,562,Forecasts future workforce demand for skills based on broad organisation-wide plans and external factors.
2538,562,Maintains a skills and capability inventory and identifies options for closing gaps.
2539,563,Defines an integrated strategic workforce planning approach connecting organisational business goals to future skill needs.
2540,563,Communicates the workforce planning approach and obtains organisational commitment.
2541,563,Selects frameworks to be used for the organisation's skills and capability inventory.
2542,563,Interprets business strategy to direct workforce demand forecasting (skills and numbers) for the organisation.
2543,563,Monitors the external environment in relation to supply and emerging trends.
2544,563,Influences people management policies and practices to align with workforce plans.
2545,563,Integrates with resourcing strategies and plans.
2546,563,Monitors execution of workforce plans.
2547,564,Assists with resourcing tasks under routine supervision.
2548,564,Helps with recruiting and onboarding new employees.
2549,564,Supports the documentation and tracking of resourcing activities.
2550,565,Supports managers and teams in resourcing and recruitment activities.
2551,565,"Uses recommended tools for planning, scheduling and tracking resourcing activity."
2552,565,"Provides guidance on resource management and recruitment software, procedures, processes, tools and techniques."
2553,566,Facilitates and supports the execution of resourcing activities in collaboration with managers and teams.
2554,566,"Analyses resource requests to determine tasks, skills and effort required."
2555,566,Creates and communicates open positions internally and externally.
2556,566,Conducts interviews and assessments using a planned format and structure.
2557,566,Implements internal resource allocation matching skills to tasks.
2558,566,"Contributes to transitioning of resources, complying with relevant statutory or external regulations and codes of practice."
2559,567,Plans and manages the acquisition and deployment of resources to meet specific needs and ongoing demand.
2560,567,Defines and manages the implementation of resourcing processes and tools.
2561,567,Advises on available options and customises resourcing approach to meet requirements.
2562,567,"Adheres to standards, statutory or external regulations and codes of practice and ensures compliance."
2563,567,Engages with external parties in support of resourcing plans.
2564,567,Measures effectiveness of resourcing processes and implements improvements.
2565,568,Defines resourcing approach for a significant part of the organisation in line with workforce plans and strategic business goals.
2566,568,Communicates resourcing approach and obtains organisational commitment.
2567,568,"Advises on standards, regulations and codes of practice and ensures compliance."
2568,568,Maintains a strong external network and supplier framework to support sourcing and acquiring resources.
2569,568,Leads development of plans and budget to ensure the organisation has appropriately skilled resources to meet organisational objectives and commitments.
2570,568,Reviews the ongoing success and effectiveness of resource management processes.
2571,569,Supports learning and development activities under routine supervision.
2572,569,Assists in maintaining training records and documenting learning and development activities.
2573,569,Helps organise learning events and track attendance.
2574,570,Contributes to the maintenance of training records and the catalogue of learning and development resources.
2575,570,"Supports the organisation of learning events by helping to coordinate logistics, schedules, and communication with attendees."
2576,570,Supports the collection and organisation of data on learning and development activities to assist in evaluating their effectiveness.
2577,571,Contributes to the development and maintenance of a catalogue of learning and development resources.
2578,571,Uses data to analyse and evaluate the effectiveness of learning/educational activities.
2579,571,Books and organises learning events.
2580,571,"Updates and controls training records, including attainment of certificates and accreditations."
2581,572,"Manages the provision of learning and development, ensuring optimum use of resources."
2582,572,"Maintains, publicises and promotes a catalogue of learning and development activities."
2583,572,Ensures courses are up to date and accredited (when required).
2584,572,Arranges facilities and schedules with learning and development providers as appropriate.
2585,572,Uses data to assess and improve the effectiveness of learning or educational activities.
2586,573,Determines the learning and development programme and delivery mechanisms needed to grow staff skills in line with business needs.
2587,573,Identifies appropriate accreditation and qualification paths applicable to individuals within the organisation.
2588,573,Evaluates learning outcomes.
2589,573,"Manages the development and provision of all learning, taking account of the strategic aims of the employing organisation."
2590,574,Directs the development and implementation of a learning and development strategy for the organisation aligned to business needs.
2591,574,"Leads the provision of learning and development expertise, guidance and systems needed to execute strategic and operational plans."
2592,574,Secures organisational resources to execute the learning and development strategy.
2593,574,Identifies opportunities for strategic relationships with suppliers and partners.
2594,575,Assists with learning design and development tasks under routine supervision.
2595,575,Supports the creation and maintenance of learning materials and resources.
2596,575,Helps document and organise learning content and environments.
2597,576,"Designs, creates, customises and maintains learning materials and resources to deliver agreed outcomes, and meet accreditation requirements when appropriate."
2598,576,"Contributes to the design, configuration and testing of learning environments."
2599,577,Specifies the content and structure of learning and development materials.
2600,577,"Takes responsibility for design, creation, packaging and maintenance."
2601,577,Manages development to deliver agreed outcomes.
2602,577,"Where required, designs, configures and tests learning environments."
2603,577,Secures external accreditations as appropriate.
2604,578,"Specifies solutions for use in learning and development programmes in the workplace or in compulsory, further or higher education."
2605,578,"Commissions the development of learning materials, allocates resources to learning teams and defines learning outcomes."
2606,578,"Leads learning programmes, recommends and specifies learning interventions for design, development and deployment according to agreed learning outcomes."
2607,579,Performs a range of learning activities under direction to support the delivery of learning objectives.
2608,579,Assists in the preparation of learning environments.
2609,579,"Observes learners performing practical activities and work, providing assistance with routine enquiries and escalating where needed."
2610,580,Delivers learning activities to various audiences using prepared materials aligned with established learning objectives.
2611,580,Follows established guidelines to prepare the learning environment.
2612,580,Assists in developing and maintaining relevant examples and case studies.
2613,580,Uses a range of delivery techniques to develop learner skills and knowledge.
2614,580,Observes learners performing practical activities and work.
2615,580,Advises and assists where necessary.
2616,580,"Provides detailed instruction where necessary and responds to questions, seeking advice in exceptional conditions beyond own experience."
2617,581,Prepares and delivers learning activities tailored to various audiences and specific learning objectives.
2618,581,Contributes to the design and selection of appropriate environments.
2619,581,Uses a broad range of learning delivery techniques to build learner skills and knowledge.
2620,581,Develops and updates examples and case study materials.
2621,581,"Observes and evaluates learner performance, offering guidance and tailored instruction."
2622,581,"Adjusts delivery approaches and materials to enhance learner experience, responding to specialised queries and ensuring objectives are met."
2623,582,Manages the delivery of programmes of learning to ensure learning objectives are met.
2624,582,Plans and schedules the delivery of learning activities.
2625,582,Leads the design and selection of appropriate environments to support and enhance the learning experience.
2626,582,Customises learning activities incorporating relevant scenarios and case studies.
2627,582,Delivers learning activities to specialist audiences requiring the application of advanced technical and professional principles to unpredictable situations.
2628,582,Advises others in learning delivery techniques and options.
2629,582,Evaluates and monitors the performance of learning delivery activities.
2630,583,Assists in the administration of competency assessments using standard tools and procedures under routine supervision.
2631,583,Supports the collection and organisation of assessment data and results using specified methods and tools.
2632,583,Helps create and maintain documentation.
2633,584,"Performs routine assessments of knowledge, skills, competencies, or behaviours using specified tools and methods."
2634,584,"Supports the collection, organisation, and review of assessment data to maintain accurate records."
2635,585,"Performs routine and non-routine assessments of knowledge, skill, competency or behaviour using specified methods."
2636,585,Provides advice and guidance to support the adoption of assessment methods and tools.
2637,585,Moderates assessments conducted by other assessors.
2638,585,Reviews and improves usage and application of assessment methods and tools.
2639,586,"Provides advice and guidance on selecting, adopting and adapting assessment methods, tools and techniques."
2640,586,Plans assessments based on the context of the assessment and how assessment results will be used.
2641,586,Manages execution of assessments to ensure they deliver the required outcomes with acceptable quality.
2642,586,Monitors and moderates reviews performed by other assessors.
2643,586,Manages reviews of the benefits and value of assessment methods and tools.
2644,586,Identifies and recommends improvements to assessment methods and tools.
2645,587,"Champions the importance and value of assessment and appropriate assessment methods, tools and techniques."
2646,587,"Develops organisational policies, standards and guidelines for assessments."
2647,587,Leads in the introduction and use of assessment methodologies and tools.
2648,587,Establishes an assessment practice and pool of assessors within the organisation.
2649,587,Establishes quality assurance to ensure internal and/or external consistency and reliability of assessment outcomes.
2650,587,Ensures the quality of assessments across different user groups.
2651,588,Processes applications for certification.
2652,588,Logs complaints.
2653,588,Assists with the preparation and organisation of credential materials.
2654,588,Supports the creation and maintenance of credentials or certificates and helps resolve routine problems during the certification lifecycle.
2655,589,Issues certifications or credentials and maintains and retains certification records.
2656,589,Maintains information on the certification scheme and a general description of the certification process.
2657,589,"Designs, creates, develops, customises and maintains credentials or certificates."
2658,589,Responds to public information requests.
2659,589,Analyses and acts on complaints or issues.
2660,590,"Documents instructions for all personnel involved in certification, including legally enforceable agreements with any third parties involved in the process."
2661,590,"Identifies threats to impartiality by analysing, mitigating or eliminating potential conflict of interests arising from certification activities."
2662,590,Implements the procedures for certification of individuals for the delivery of training.
2663,590,Determines the merits of complaints and any remedial actions required.
2664,591,"Defines a certification or accreditation scheme, including organisation structure, duties, responsibilities and authorities."
2665,591,Determines necessary competence to perform certification functions.
2666,591,Designs and implements the examiner or assessor selection and approval process.
2667,591,"Monitors performance and judgements, and agrees corrective actions."
2668,591,"Plans and provides adequate premises, equipment and resources."
2669,591,"Documents policies and procedures for maintenance and release of information, including consideration of any legal agreements for confidentiality."
2670,592,"Sets policies and standards for the operation of a certification scheme, including segregation of duties and addressing impartiality."
2671,592,Develops and maintains a description of the code of ethics and professional practices required.
2672,592,"Aligns certification schemes with relevant external standards, frameworks such as SFIA and established industry practices."
2673,592,Obtains approval from accreditation scheme owners or governance bodies.
2674,593,Contributes to the delivery of aspects of computing and IT curricula in a formal educational context.
2675,593,"Applies good practice in learning content design, development and delivery."
2676,593,"Assesses student performance in aspects of a curriculum area, providing support to enhance student understanding as needed."
2677,594,Delivers the majority of a curriculum.
2678,594,"Applies good practice in learning content design, development and delivery."
2679,594,Maintains awareness of relevant pedagogical and domain research.
2680,594,Assesses student performance across a curriculum.
2681,594,Provides feedback and support to help students improve their understanding.
2682,595,Delivers a curriculum.
2683,595,"Applies good practice supported by pedagogical research to learning content design, development and delivery."
2684,595,Assesses student performance and reviews cohort performance.
2685,595,Advises and assists students to enable the achievement of learning objectives.
2686,596,Leads the teaching and assessment of a curriculum or learning pathway.
2687,596,Implements enhancement strategies for teaching and assessment.
2688,596,Reviews pedagogical research and practices relevant to topics in the curricula.
2689,596,"Applies good teaching practices in learning content design, development and delivery."
2690,596,Contributes to the development and implementation of specialist teaching practices needed by the curriculum.
2691,596,Evaluates and monitors student achievements and the effectiveness of teaching activities across the curriculum.
2692,596,Advises on the use of appropriate pedagogies and assessment approaches.
2693,597,"Leads the teaching, assessment and enhancement of a range of curricula or learning pathways."
2694,597,Reviews and critically evaluates pedagogical research and practices relevant to the curricula.
2695,597,Develops and leads the introduction of advanced or specialist teaching practices.
2696,597,"Leads and supports others in the development of good practice in learning content design, development and delivery."
2697,597,"Monitors, evaluates and reports the performance of teaching and assessment activities within their areas of responsibility."
2698,598,"Authorises teaching, assessment and enhancement strategies for a broad range of curricula or learning pathways."
2699,598,"Directs the definition, implementation and monitoring of teaching to satisfy relevant statutory and professional benchmarks and frameworks."
2700,598,Secures resources to deliver the organisation's teaching commitments.
2701,598,Monitors and evaluates relevant domain and pedagogical research to identify and implement improvements to the delivery of the curricula.
2702,599,Leads the specification and development of curricula and assessment in an educational context or for an independent examination body.
2703,599,Contributes to the development of a strategy for curriculum evolution.
2704,599,Ensures relevant current domain research is represented in the curricula.
2705,600,Authorises the curriculum and assessment strategies for a broad range of curricula or learning pathways.
2706,600,"Directs the definition, implementation and monitoring of curricula to satisfy relevant statutory and professional benchmarks and frameworks."
2707,600,Develops strategies for the evolution of curricula over time.
2708,600,Incorporates emerging domain and pedagogical themes into plans for future curricula.
2709,603,Assists in the preparation of pre-qualification questionnaires and tender invitations in response to business cases.
2710,603,Assembles relevant  information for tenders.
2711,603,Produces detailed evaluation criteria for simple tender criteria.
2712,603,Assists in the evaluation of tenders.
2713,604,Prepares pre-qualification questionnaires and tender invitations in response to business cases.
2714,604,Recognises the difference between open source and proprietary systems options.
2715,604,Applies standard procedures and tools to produce detailed evaluation criteria for complex tenders and to evaluate tenders.
2716,605,"Reviews business cases (requirements, potential benefits and options) and determines appropriate procurement routes."
2717,605,"Using market knowledge to inform specifications, ensures detailed pre-qualification questionnaires and tender invitations are prepared."
2718,605,Collects and collates data to support collaboration and negotiates terms and conditions to reflect the scale of requirements and encourage optimal performance.
2719,605,"Evaluates tenders based on specification and evaluation criteria, prepares acceptance documentation and advises on contracts and service level agreements."
2720,606,Plans and manages procurement activities.
2721,606,"Manages tender, evaluation and acquisition processes."
2722,606,"Researches suppliers and markets, and maintains a broad understanding of the commercial environment, to inform and develop commercial strategies and sourcing plans."
2723,606,Advises on the business case for alternative sourcing models.
